Date,A,B,C
,-12.090322,-18.823224,22.349672
,-12.3581,-19.007206,23.032836
,-12.622013,-19.161485,23.737183
,-12.880999,-19.283602,24.460941
,-13.133943,-19.37117,25.20204
,-13.379682,-19.421908,25.958117
,-13.61701,-19.433683,26.726507
,-13.844692,-19.404553,27.504259
,-14.061465,-19.332807,28.288142
,-14.266058,-19.217012,29.074671
,-14.457198,-19.05605,29.860132
,-14.633623,-18.849161,30.640613
,-14.794103,-18.595976,31.412053
,-14.937446,-18.296546,32.17028
,-15.062518,-17.951369,32.911072
,-15.16826,-17.5614,33.630213
,-15.2537,-17.128061,34.323551
,-15.317968,-16.653238,34.987067
,-15.360313,-16.139267,35.616932
,-15.380112,-15.588912,36.209575
,-15.376884,-15.005329,36.761736
,-15.350297,-14.392027,37.27052
,-15.300176,-13.752815,37.733446
,-15.226506,-13.091742,38.148479
,-15.129437,-12.413039,38.514062
,-15.009281,-11.721047,38.829128
,-14.866509,-11.020154,39.093113
,-14.701744,-10.314721,39.305944
,-14.515756,-9.60902,39.46803
,-14.309449,-8.907173,39.580232
,-14.083849,-8.213095,39.643835
,-13.84009,-7.530446,39.660503
,-13.5794,-6.862591,39.632236
,-13.303084,-6.212566,39.561318
,-13.012509,-5.58306,39.450267
,-12.709085,-4.976393,39.301781
,-12.394253,-4.394517,39.118684
,-12.069463,-3.839014,38.903879
,-11.736167,-3.311105,38.6603
,-11.395797,-2.811667,38.390869
,-11.049762,-2.341251,38.098457
,-10.699425,-1.900106,37.785856
,-10.346105,-1.488204,37.455743
,-9.991061,-1.105271,37.110667
,-9.635486,-0.750815,36.753024
,-9.280507,-0.424155,36.38505
,-8.927174,-0.124452,36.008811
,-8.57646,0.149267,35.6262
,-8.229262,0.398079,35.238934
,-7.886394,0.623143,34.84856
,-7.548595,0.825676,34.45646
,-7.216526,1.006935,34.063852
,-6.890769,1.168196,33.671807
,-6.571838,1.310742,33.281252
,-6.260173,1.435846,32.892983
,-5.956147,1.544763,32.507677
,-5.660073,1.638718,32.125897
,-5.372201,1.7189,31.74811
,-5.092728,1.786456,31.374691
,-4.821796,1.842482,31.005938
,-4.559503,1.888029,30.642077
,-4.305901,1.92409,30.283274
,-4.061002,1.951606,29.929641
,-3.824783,1.971462,29.581246
,-3.597186,1.984492,29.238117
,-3.378126,1.991471,28.900248
,-3.167491,1.993124,28.56761
,-2.965146,1.990125,28.240147
,-2.770935,1.983097,27.917789
,-2.584687,1.972618,27.600449
,-2.406213,1.95922,27.288031
,-2.235314,1.94339,26.98043
,-2.071778,1.925576,26.677536
,-1.915387,1.906189,26.379236
,-1.765915,1.885602,26.085413
,-1.62313,1.864156,25.795953
,-1.486797,1.842159,25.510741
,-1.356681,1.81989,25.229662
,-1.232541,1.797603,24.952608
,-1.114141,1.775524,24.67947
,-1.001243,1.753858,24.410144
,-0.893611,1.732788,24.144532
,-0.791012,1.712476,23.882537
,-0.693216,1.69307,23.624067
,-0.599996,1.674697,23.369036
,-0.51113,1.657472,23.117361
,-0.426401,1.641497,22.868963
,-0.345595,1.626859,22.623768
,-0.268505,1.613637,22.381705
,-0.194927,1.601898,22.142707
,-0.124665,1.591701,21.906714
,-0.057528,1.583099,21.673664
,0.006672,1.576136,21.443503
,0.068114,1.57085,21.216178
,0.126972,1.567274,20.991641
,0.183416,1.565438,20.769844
,0.23761,1.565367,20.550746
,0.28971,1.567083,20.334304
,0.33987,1.570604,20.120481
,0.388237,1.575949,19.909241
,0.434952,1.583133,19.70055
,0.480154,1.592171,19.494378
,0.523975,1.603076,19.290695
,0.566542,1.615863,19.089473
,0.607978,1.630545,18.890688
,0.648402,1.647136,18.694316
,0.68793,1.665651,18.500335
,0.726672,1.686105,18.308726
,0.764735,1.708515,18.119469
,0.802223,1.7329,17.932549
,0.839237,1.75928,17.74795
,0.875874,1.787676,17.56566
,0.912227,1.818112,17.385666
,0.948389,1.850614,17.207959
,0.984449,1.885211,17.032531
,1.020493,1.921933,16.859374
,1.056606,1.960813,16.688485
,1.092871,2.001889,16.519859
,1.129369,2.045199,16.353496
,1.166178,2.090786,16.189397
,1.203378,2.138693,16.027565
,1.241044,2.188971,15.868003
,1.279252,2.241671,15.710719
,1.318078,2.296847,15.555723
,1.357594,2.354559,15.403026
,1.397875,2.414868,15.252642
,1.438994,2.477841,15.104588
,1.481024,2.543546,14.958884
,1.524037,2.612058,14.815552
,1.568107,2.683453,14.674618
,1.613307,2.757812,14.536111
,1.659711,2.835221,14.400065
,1.707392,2.915768,14.266514
,1.756425,2.999547,14.1355
,1.806887,3.086655,14.007068
,1.858853,3.177193,13.881267
,1.912401,3.271267,13.758151
,1.96761,3.368987,13.63778
,2.024561,3.470468,13.520218
,2.083333,3.575827,13.405536
,2.144012,3.685187,13.293812
,2.206681,3.798675,13.185128
,2.271426,3.916422,13.079577
,2.338336,4.038562,12.977257
,2.407502,4.165236,12.878274
,2.479014,4.296585,12.782744
,2.552968,4.432756,12.690792
,2.62946,4.5739,12.602551
,2.708588,4.72017,12.518168
,2.790453,4.871722,12.437798
,2.875157,5.028716,12.361609
,2.962807,5.191313,12.289783
,3.05351,5.359677,12.222513
,3.147374,5.533973,12.160009
,3.244513,5.714367,12.102493
,3.345041,5.901024,12.050206
,3.449072,6.094111,12.003404
,3.556726,6.293792,11.962363
,3.668121,6.500227,11.927375
,3.78338,6.713577,11.898756
,3.902625,6.933993,11.87684
,4.025979,7.161623,11.861985
,4.153568,7.396608,11.854572
,4.285516,7.639077,11.855004
,4.421948,7.889148,11.863714
,4.562989,8.146928,11.881157
,4.708762,8.412505,11.907819
,4.859388,8.68595,11.944212
,5.014987,8.967311,11.990878
,5.175675,9.256613,12.04839
,5.341564,9.553852,12.117351
,5.51276,9.858991,12.198393
,5.689364,10.171957,12.292182
,5.871469,10.492637,12.399413
,6.059158,10.820871,12.520812
,6.252505,11.15645,12.657133
,6.45157,11.499107,12.809162
,6.656402,11.848513,12.977708
,6.86703,12.204271,13.163605
,7.083467,12.565908,13.367707
,7.305706,12.932869,13.590887
,7.533716,13.304513,13.834027
,7.767439,13.680099,14.098018
,8.00679,14.058787,14.38375
,8.251651,14.439624,14.692101
,8.50187,14.821543,15.023935
,8.757255,15.203353,15.380087
,9.017576,15.583734,15.761348
,9.282553,15.961232,16.168458
,9.55186,16.334256,16.602087
,9.825117,16.701075,17.062817
,10.101892,17.059818,17.551131
,10.381688,17.408471,18.067382
,10.663951,17.744888,18.611784
,10.948058,18.066787,19.184385
,11.233322,18.371771,19.785041
,11.518984,18.657329,20.413403
,11.804216,18.92086,21.068884
,12.088118,19.159693,21.750643
,12.36972,19.371105,22.457565
,12.647983,19.552356,23.188236
,12.921801,19.700722,23.940935
,13.190006,19.813528,24.713615
,13.451371,19.88819,25.5039
,13.704621,19.922264,26.30908
,13.948436,19.913485,27.126113
,14.181465,19.859825,27.951642
,14.402336,19.759531,28.782007
,14.609666,19.611183,29.613272
,14.802081,19.413736,30.441265
,14.978226,19.166562,31.261613
,15.136784,18.869491,32.0698
,15.276492,18.522836,32.861221
,15.39616,18.127421,33.631245
,15.494686,17.684588,34.375285
,15.571075,17.196202,35.08887
,15.624453,16.664639,35.767719
,15.654086,16.092767,36.407806
,15.659386,15.483908,37.005436
,15.639931,14.841797,37.557303
,15.595467,14.170523,38.060548
,15.525917,13.47447,38.5128
,15.431383,12.758242,38.912216
,15.312147,12.02659,39.257501
,15.168667,11.284332,39.547921
,15.001575,10.536278,39.783296
,14.811662,9.787151,39.963989
,14.599872,9.041518,40.090879
,14.367287,8.303725,40.165325
,14.115111,7.577838,40.18912
,13.844653,6.867597,40.164437
,13.557314,6.176379,40.093777
,13.25456,5.507168,39.979907
,12.937912,4.862541,39.825798
,12.608922,4.244657,39.634567
,12.26916,3.655261,39.409419
,11.920193,3.095694,39.153592
,11.563572,2.566909,38.870312
,11.200816,2.069494,38.562743
,10.833404,1.6037,38.233957
,10.462757,1.169469,37.886895
,10.090234,0.76647,37.524351
,9.717123,0.394131,37.148942
,9.344635,0.051672,36.763106
,8.9739,-0.261862,36.369084
,8.60596,-0.547566,35.968923
,8.241776,-0.806651,35.564472
,7.882217,-1.040412,35.157387
,7.52807,-1.250205,34.749138
,7.180035,-1.437422,34.341017
,6.838728,-1.603478,33.934148
,6.504689,-1.749783,33.529498
,6.17838,-1.877738,33.127888
,5.860189,-1.988718,32.730007
,5.550438,-2.084059,32.336426
,5.249382,-2.165056,31.947604
,4.95722,-2.232954,31.563908
,4.674092,-2.288941,31.185615
,4.400088,-2.334148,30.812931
,4.135252,-2.369648,30.445998
,3.879586,-2.396449,30.084898
,3.633051,-2.4155,29.729671
,3.395575,-2.427688,29.380313
,3.167057,-2.433844,29.036788
,2.947366,-2.434735,28.699035
,2.736348,-2.431076,28.366968
,2.533828,-2.423529,28.040487
,2.339613,-2.4127,27.719475
,2.153495,-2.39915,27.40381
,1.975253,-2.383393,27.093358
,1.804655,-2.365899,26.787987
,1.641461,-2.347097,26.487557
,1.485423,-2.327378,26.191933
,1.336291,-2.307097,25.900977
,1.193808,-2.286576,25.614555
,1.057719,-2.266106,25.332538
,0.927763,-2.245951,25.054799
,0.803685,-2.226346,24.781216
,0.685227,-2.207504,24.511672
,0.572136,-2.189616,24.246056
,0.46416,-2.172852,23.984261
,0.361051,-2.157363,23.726187
,0.262566,-2.143285,23.471738
,0.168465,-2.130737,23.220824
,0.078516,-2.119826,22.973362
,-0.007513,-2.110647,22.72927
,-0.089842,-2.103281,22.488476
,-0.168691,-2.097802,22.25091
,-0.244272,-2.094275,22.016506
,-0.316789,-2.092757,21.785204
,-0.386443,-2.093299,21.556949
,-0.453428,-2.095945,21.331687
,-0.517932,-2.100734,21.109371
,-0.580138,-2.107703,20.889955
,-0.64022,-2.116885,20.6734
,-0.69835,-2.128307,20.459667
,-0.754693,-2.141998,20.248722
,-0.809409,-2.157984,20.040533
,-0.862652,-2.176289,19.835072
,-0.91457,-2.196937,19.632314
,-0.965309,-2.219953,19.432236
,-1.015007,-2.24536,19.234818
,-1.063801,-2.273183,19.040042
,-1.11182,-2.303448,18.847894
,-1.159192,-2.336181,18.658362
,-1.206039,-2.371412,18.471435
,-1.252479,-2.409169,18.287108
,-1.29863,-2.449487,18.105376
,-1.344603,-2.492398,17.926236
,-1.390508,-2.537939,17.749689
,-1.436451,-2.586152,17.575739
,-1.482537,-2.637076,17.404392
,-1.528866,-2.690758,17.235658
,-1.57554,-2.747247,17.069546
,-1.622654,-2.806592,16.906074
,-1.670305,-2.86885,16.745258
,-1.718588,-2.934078,16.58712
,-1.767595,-3.002337,16.431686
,-1.817418,-3.073694,16.278982
,-1.868147,-3.148216,16.129041
,-1.919873,-3.225977,15.981899
,-1.972686,-3.307052,15.837597
,-2.026674,-3.391522,15.696179
,-2.081925,-3.47947,15.557695
,-2.138529,-3.570983,15.422198
,-2.196574,-3.666154,15.289748
,-2.256149,-3.765077,15.160411
,-2.317342,-3.867852,15.034256
,-2.380244,-3.97458,14.911362
,-2.444945,-4.085368,14.791812
,-2.511535,-4.200326,14.675696
,-2.580106,-4.319566,14.563112
,-2.65075,-4.443206,14.454168
,-2.723562,-4.571364,14.348976
,-2.798636,-4.704163,14.247661
,-2.876067,-4.841729,14.150354
,-2.955953,-4.984189,14.057199
,-3.038391,-5.131671,13.968348
,-3.123482,-5.284308,13.883966
,-3.211326,-5.442233,13.804228
,-3.302025,-5.605577,13.729324
,-3.395681,-5.774476,13.659454
,-3.492401,-5.949062,13.594836
,-3.592289,-6.129467,13.535698
,-3.695452,-6.315822,13.482287
,-3.801997,-6.508254,13.434864
,-3.912032,-6.706888,13.393709
,-4.025666,-6.911841,13.359119
,-4.143008,-7.123227,13.331409
,-4.264168,-7.341151,13.310914
,-4.389252,-7.565711,13.297989
,-4.518371,-7.79699,13.293011
,-4.65163,-8.035064,13.296378
,-4.789134,-8.27999,13.308511
,-4.930988,-8.53181,13.329854
,-5.077291,-8.790548,13.360873
,-5.22814,-9.056204,13.402061
,-5.383627,-9.328754,13.453934
,-5.543841,-9.608147,13.517032
,-5.708863,-9.894299,13.591919
,-5.878767,-10.187093,13.679185
,-6.053618,-10.486372,13.779442
,-6.233475,-10.791935,13.893326
,-6.418381,-11.103537,14.021492
,-6.608371,-11.420879,14.164617
,-6.803463,-11.743605,14.323395
,-7.00366,-12.071297,14.498534
,-7.208947,-12.403471,14.690754
,-7.41929,-12.73957,14.900783
,-7.634632,-13.078959,15.12935
,-7.854892,-13.420922,15.377184
,-8.079963,-13.764652,15.645003
,-8.309707,-14.10925,15.933508
,-8.543957,-14.453719,16.243378
,-8.782509,-14.796959,16.575255
,-9.025123,-15.137764,16.929736
,-9.271518,-15.47482,17.307365
,-9.521371,-15.806701,17.708614
,-9.774314,-16.131872,18.133873
,-10.02993,-16.448685,18.583436
,-10.287753,-16.755384,19.057484
,-10.547262,-17.050113,19.556067
,-10.807884,-17.330914,20.079091
,-11.06899,-17.595746,20.626296
,-11.329891,-17.842489,21.197246
,-11.589844,-18.068961,21.791303
,-11.848047,-18.272939,22.407618
,-12.103643,-18.452174,23.045115
,-12.355718,-18.604419,23.702476
,-12.603309,-18.727453,24.378131
,-12.845403,-18.819114,25.070253
,-13.080943,-18.877328,25.776751
,-13.308836,-18.900144,26.495272
,-13.527958,-18.885771,27.223207
,-13.737162,-18.832616,27.957699
,-13.935288,-18.739319,28.695659
,-14.121174,-18.604788,29.433791
,-14.293667,-18.428235,30.168618
,-14.451633,-18.209211,30.896514
,-14.593974,-17.947624,31.613746
,-14.719637,-17.643769,32.316518
,-14.827632,-17.298342,33.001016
,-14.917042,-16.912447,33.663466
,-14.987036,-16.487596,34.300184
,-15.036885,-16.025704,34.907629
,-15.065971,-15.529073,35.482463
,-15.073796,-15.000366,36.021595
,-15.059996,-14.442574,36.522234
,-15.02434,-13.858975,36.981931
,-14.966743,-13.253092,37.398612
,-14.887265,-12.628634,37.77061
,-14.786109,-11.989447,38.096683
,-14.663627,-11.339449,38.376025
,-14.520308,-10.682577,38.608267
,-14.356777,-10.022728,38.793471
,-14.173786,-9.363701,38.932116
,-13.972201,-8.709148,39.02507
,-13.752998,-8.062528,39.073564
,-13.517242,-7.427066,39.079152
,-13.26608,-6.805722,39.043673
,-13.000724,-6.201163,38.969209
,-12.722435,-5.615746,38.858037
,-12.432512,-5.051506,38.712584
,-12.132279,-4.510154,38.535385
,-11.823064,-3.993077,38.329039
,-11.506195,-3.501347,38.096169
,-11.182981,-3.035735,37.839385
,-10.854707,-2.596727,37.561256
,-10.522619,-2.184546,37.264274
,-10.18792,-1.799172,36.950841
,-9.851759,-1.440368,36.623241
,-9.515228,-1.107705,36.283629
,-9.179355,-0.800589,35.93402
,-8.845102,-0.518282,35.576284
,-8.513362,-0.259929,35.212136
,-8.184957,-0.024577,34.843144
,-7.860639,0.188797,34.470724
,-7.541089,0.381273,34.096147
,-7.226916,0.553969,33.720542
,-6.918663,0.708023,33.344908
,-6.616807,0.844582,32.970116
,-6.32176,0.964787,32.596921
,-6.033874,1.069766,32.225972
,-5.753444,1.160623,31.857815
,-5.480709,1.238433,31.49291
,-5.21586,1.304233,31.131634
,-4.959037,1.359022,30.774294
,-4.71034,1.403754,30.421129
,-4.469825,1.439338,30.072325
,-4.237513,1.466634,29.728016
,-4.013392,1.486457,29.388295
,-3.797418,1.49957,29.053218
,-3.58952,1.506692,28.722808
,-3.389604,1.50849,28.397062
,-3.197552,1.505591,28.075957
,-3.013229,1.498573,27.75945
,-2.836483,1.487972,27.447484
,-2.667146,1.474285,27.139991
,-2.50504,1.457967,26.836892
,-2.349977,1.439439,26.538103
,-2.20176,1.419083,26.243535
,-2.060183,1.397251,25.953097
,-1.925039,1.374262,25.666694
,-1.796115,1.350406,25.384232
,-1.673195,1.325946,25.105616
,-1.556063,1.30112,24.830755
,-1.444502,1.276142,24.559557
,-1.338296,1.251204,24.291934
,-1.23723,1.226477,24.027799
,-1.14109,1.202114,23.767069
,-1.049666,1.178252,23.509665
,-0.962752,1.155009,23.255508
,-0.880144,1.132493,23.004526
,-0.801643,1.110795,22.756648
,-0.727054,1.089997,22.511807
,-0.656188,1.070167,22.269938
,-0.588858,1.051366,22.030981
,-0.524884,1.033645,21.794877
,-0.464093,1.017048,21.561571
,-0.406314,1.001609,21.331011
,-0.351383,0.98736,21.103146
,-0.299141,0.974325,20.877929
,-0.249435,0.962522,20.655314
,-0.202116,0.951968,20.435259
,-0.157043,0.942674,20.217722
,-0.114076,0.934649,20.002664
,-0.073085,0.927897,19.790048
,-0.03394,0.922424,19.579838
,0.00348,0.91823,19.371999
,0.039293,0.915317,19.166501
,0.073613,0.913683,18.96331
,0.106548,0.913328,18.762397
,0.138202,0.91425,18.563735
,0.168677,0.916447,18.367294
,0.198067,0.919918,18.173049
,0.226466,0.92466,17.980974
,0.253963,0.930674,17.791046
,0.280642,0.937959,17.60324
,0.306586,0.946516,17.417534
,0.331872,0.956347,17.233906
,0.356578,0.967455,17.052336
,0.380776,0.979843,16.872804
,0.404536,0.993519,16.69529
,0.427926,1.008489,16.519777
,0.451012,1.024762,16.346245
,0.473856,1.042349,16.17468
,0.496521,1.061263,16.005063
,0.519064,1.081518,15.837381
,0.541545,1.103131,15.671619
,0.564019,1.126119,15.507762
,0.58654,1.150505,15.345798
,0.609162,1.176311,15.185715
,0.631938,1.203562,15.027502
,0.654918,1.232286,14.871147
,0.678153,1.262513,14.716642
,0.701693,1.294275,14.563977
,0.725586,1.327607,14.413146
,0.74988,1.362548,14.264141
,0.774625,1.399137,14.116957
,0.799867,1.437418,13.97159
,0.825655,1.477436,13.828036
,0.852036,1.519241,13.686293
,0.879058,1.562883,13.546361
,0.906769,1.608419,13.40824
,0.935217,1.655905,13.271932
,0.964452,1.705403,13.137442
,0.994522,1.756978,13.004774
,1.025477,1.810696,12.873936
,1.057369,1.86663,12.744936
,1.090249,1.924854,12.617786
,1.124169,1.985445,12.492499
,1.159183,2.048487,12.369091
,1.195346,2.114065,12.247579
,1.232714,2.182269,12.127985
,1.271345,2.253192,12.010331
,1.311297,2.326932,11.894644
,1.352632,2.403592,11.780953
,1.395412,2.483278,11.669293
,1.439701,2.566101,11.559699
,1.485564,2.652175,11.452212
,1.533071,2.741622,11.346878
,1.582292,2.834565,11.243746
,1.633298,2.931133,11.14287
,1.686164,3.031462,11.044311
,1.740969,3.13569,10.948135
,1.797791,3.243962,10.854411
,1.856714,3.356427,10.76322
,1.917821,3.473239,10.674645
,1.981202,3.594558,10.58878
,2.046946,3.720549,10.505725
,2.115149,3.851381,10.425589
,2.185906,3.98723,10.348492
,2.259317,4.128276,10.274561
,2.335487,4.274703,10.203937
,2.414522,4.426702,10.13677
,2.496531,4.584466,10.073223
,2.581628,4.748196,10.013473
,2.669931,4.918092,9.95771
,2.761558,5.094363,9.906139
,2.856634,5.277218,9.858983
,2.955286,5.466869,9.81648
,3.057645,5.663532,9.778887
,3.163844,5.867423,9.746482
,3.274021,6.078758,9.719562
,3.388315,6.297755,9.698448
,3.506871,6.524628,9.683484
,3.629833,6.75959,9.675038
,3.757351,7.002848,9.673507
,3.889576,7.254605,9.679314
,4.026659,7.515054,9.692914
,4.168755,7.784381,9.71479
,4.316018,8.062756,9.745463
,4.468605,8.350336,9.785484
,4.62667,8.647261,9.835441
,4.790368,8.953645,9.895962
,4.95985,9.269582,9.967712
,5.135265,9.595132,10.051397
,5.316758,9.930323,10.147763
,5.504469,10.275142,10.257599
,5.698531,10.629534,10.381739
,5.899068,10.99339,10.521055
,6.106194,11.366545,10.676467
,6.320012,11.748767,10.848934
,6.540608,12.139755,11.039455
,6.768054,12.539123,11.249069
,7.0024,12.946399,11.47885
,7.243674,13.36101,11.729903
,7.491881,13.782274,12.00336
,7.746993,14.209394,12.300373
,8.008951,14.641439,12.622105
,8.277659,15.077342,12.969724
,8.552981,15.515887,13.344386
,8.834734,15.955698,13.747229
,9.122686,16.395229,14.179353
,9.416549,16.832759,14.641801
,9.715975,17.26638,15.135546
,10.020553,17.693994,15.661465
,10.3298,18.113313,16.22031
,10.64316,18.521848,16.812692
,10.959996,18.91692,17.439043
,11.279587,19.295666,18.099589
,11.601126,19.655041,18.79432
,11.923714,19.991842,19.522951
,12.246359,20.302723,20.284894
,12.567974,20.584225,21.079225
,12.887378,20.832806,21.904648
,13.203295,21.044883,22.759471
,13.51436,21.216875,23.641577
,13.819122,21.345259,24.548406
,14.116049,21.426628,25.476944
,14.403541,21.457754,26.423712
,14.679937,21.435656,27.384774
,14.943532,21.357674,28.355752
,15.192589,21.221539,29.331849
,15.425362,21.025444,30.307895
,15.640109,20.768113,31.278391
,15.835121,20.448865,32.237578
,16.008741,20.067662,33.179516
,16.159388,19.625154,34.098166
,16.285584,19.122707,34.987492
,16.385976,18.562416,35.841561
,16.45936,17.947097,36.65465
,16.504705,17.280267,37.421355
,16.521171,16.5661,38.136689
,16.508126,15.809367,38.796184
,16.465161,15.015359,39.395972
,16.392099,14.189796,39.93286
,16.289002,13.338727,40.404381
,16.15617,12.468414,40.808834
,15.99414,11.585221,41.145299
,15.803678,10.695497,41.413635
,15.585766,9.805465,41.614455
,15.341588,8.921113,41.749089
,15.072509,8.048106,41.819527
,14.780057,7.191699,41.828346
,14.465894,6.356672,41.778636
,14.131797,5.54728,41.67391
,13.779628,4.767216,41.518014
,13.411308,4.019591,41.315039
,13.028796,3.306936,41.069233
,12.634059,2.631205,40.784917
,12.229056,1.993799,40.466409
,11.815709,1.395598,40.117957
,11.395895,0.837001,39.743681
,10.971419,0.317967,39.347525
,10.544009,-0.161933,38.933217
,10.115301,-0.603469,38.504239
,9.68683,-1.007699,38.063812
,9.260026,-1.375922,37.614876
,8.836205,-1.709629,37.160091
,8.416573,-2.010463,36.701838
,8.00222,-2.280175,36.242223
,7.594124,-2.520589,35.783087
,7.193152,-2.733573,35.326024
,6.800063,-2.921005,34.872395
,6.415513,-3.084756,34.423343
,6.040059,-3.226667,33.979814
,5.674166,-3.348532,33.542578
,5.31821,-3.452087,33.112243
,4.972487,-3.539001,32.689275
,4.637216,-3.610863,32.274018
,4.312548,-3.669186,31.866705
,3.998569,-3.715395,31.467478
,3.695308,-3.750831,31.0764
,3.402743,-3.77675,30.693465
,3.120803,-3.794323,30.318616
,2.849378,-3.804638,29.951748
,2.588321,-3.808702,29.592722
,2.337449,-3.807446,29.241369
,2.096557,-3.801728,28.897503
,1.865411,-3.792334,28.560919
,1.64376,-3.779985,28.231404
,1.431332,-3.765341,27.908738
,1.227846,-3.749002,27.5927
,1.033005,-3.731515,27.28307
,0.846505,-3.713376,26.97963
,0.668037,-3.695033,26.682168
,0.497284,-3.676894,26.390478
,0.33393,-3.659324,26.104363
,0.177654,-3.642652,25.823634
,0.028138,-3.627176,25.548112
,-0.114935,-3.613161,25.277627
,-0.251881,-3.600844,25.01202
,-0.383009,-3.590437,24.75114
,-0.508628,-3.582131,24.494849
,-0.629038,-3.576093,24.243016
,-0.744537,-3.572473,23.995522
,-0.855414,-3.571406,23.752257
,-0.961953,-3.573008,23.513119
,-1.064431,-3.577385,23.278016
,-1.163118,-3.58463,23.046864
,-1.258277,-3.594826,22.819589
,-1.350164,-3.608047,22.596121
,-1.439026,-3.624357,22.376402
,-1.525104,-3.643818,22.160379
,-1.608633,-3.66648,21.948005
,-1.689839,-3.692394,21.739243
,-1.768942,-3.721604,21.534059
,-1.846153,-3.75415,21.332427
,-1.92168,-3.790072,21.134327
,-1.99572,-3.829406,20.939745
,-2.068467,-3.872187,20.748673
,-2.140108,-3.91845,20.561107
,-2.210822,-3.96823,20.377051
,-2.280786,-4.02156,20.196512
,-2.350168,-4.078476,20.019504
,-2.419132,-4.139012,19.846047
,-2.487838,-4.203205,19.676165
,-2.556439,-4.271092,19.509888
,-2.625087,-4.342713,19.347251
,-2.693925,-4.418108,19.188297
,-2.763095,-4.497318,19.033071
,-2.832736,-4.580388,18.881627
,-2.902979,-4.667364,18.734024
,-2.973957,-4.758293,18.590327
,-3.045797,-4.853223,18.450607
,-3.118621,-4.952207,18.314941
,-3.192553,-5.055296,18.183416
,-3.26771,-5.162544,18.056123
,-3.344208,-5.274008,17.933161
,-3.422162,-5.389742,17.814637
,-3.501683,-5.509804,17.700665
,-3.58288,-5.634251,17.591369
,-3.665861,-5.763143,17.48688
,-3.750731,-5.896535,17.387338
,-3.837594,-6.034485,17.292893
,-3.926551,-6.17705,17.203704
,-4.017703,-6.324282,17.11994
,-4.111147,-6.476235,17.04178
,-4.206979,-6.632957,16.969415
,-4.305295,-6.794493,16.903045
,-4.406185,-6.960884,16.842882
,-4.509741,-7.132167,16.789152
,-4.61605,-7.308369,16.742088
,-4.725198,-7.489514,16.701941
,-4.837267,-7.675614,16.66897
,-4.952337,-7.866674,16.64345
,-5.070486,-8.062686,16.625666
,-5.191785,-8.26363,16.615919
,-5.316305,-8.469474,16.614521
,-5.44411,-8.680168,16.621798
,-5.57526,-8.895646,16.638089
,-5.709811,-9.115823,16.663744
,-5.847811,-9.340593,16.699128
,-5.989303,-9.569825,16.744616
,-6.134321,-9.803366,16.800593
,-6.282893,-10.041033,16.867457
,-6.435037,-10.282614,16.945613
,-6.590761,-10.527865,17.035475
,-6.750065,-10.776507,17.137462
,-6.912935,-11.028224,17.251998
,-7.079343,-11.282659,17.379509
,-7.249251,-11.539413,17.520421
,-7.422604,-11.798044,17.675156
,-7.59933,-12.058059,17.844131
,-7.779341,-12.318917,18.02775
,-7.96253,-12.580026,18.226407
,-8.148769,-12.840737,18.440475
,-8.337909,-13.100347,18.670301
,-8.529779,-13.358096,18.916207
,-8.724182,-13.613164,19.178478
,-8.920897,-13.864674,19.457358
,-9.119676,-14.111689,19.753042
,-9.320241,-14.353214,20.06567
,-9.522287,-14.588197,20.395321
,-9.725478,-14.815535,20.741999
,-9.929446,-15.034069,21.105634
,-10.133791,-15.242597,21.486066
,-10.338082,-15.439875,21.883041
,-10.541856,-15.624625,22.296202
,-10.744614,-15.79554,22.725083
,-10.945829,-15.951299,23.169096
,-11.14494,-16.090571,23.627533
,-11.341357,-16.212034,24.099554
,-11.534462,-16.31438,24.584185
,-11.723608,-16.396335,25.080314
,-11.908128,-16.456672,25.586692
,-12.087331,-16.494229,26.101928
,-12.260512,-16.507924,26.624497
,-12.426951,-16.496771,27.15274
,-12.58592,-16.459902,27.684873
,-12.736688,-16.39658,28.218995
,-12.878528,-16.306215,28.753102
,-13.01072,-16.188385,29.285097
,-13.13256,-16.042845,29.812812
,-13.243366,-15.869539,30.334021
,-13.342484,-15.668614,30.846465
,-13.429294,-15.440426,31.347875
,-13.503222,-15.185542,31.835993
,-13.56374,-14.904745,32.308599
,-13.610377,-14.599027,32.763535
,-13.642722,-14.269591,33.198735
,-13.660434,-13.917833,33.612244
,-13.66324,-13.545334,34.002243
,-13.650947,-13.153846,34.367075
,-13.623439,-12.745266,34.705257
,-13.580682,-12.321622,35.015506
,-13.522724,-11.885043,35.296743
,-13.449699,-11.437736,35.548112
,-13.36182,-10.98196,35.768978
,-13.259384,-10.519997,35.958937
,-13.142763,-10.054126,36.117811
,-13.012405,-9.586596,36.245644
,-12.868827,-9.119601,36.342694
,-12.712611,-8.655257,36.409421
,-12.544396,-8.195582,36.446474
,-12.364874,-7.742475,36.454674
,-12.174782,-7.2977,36.434998
,-11.974893,-6.862877,36.388555
,-11.766011,-6.43947,36.316568
,-11.548963,-6.028778,36.220355
,-11.324591,-5.631935,36.101306
,-11.093744,-5.249909,35.960865
,-10.857274,-4.8835,35.800506
,-10.616027,-4.533346,35.621723
,-10.370838,-4.199933,35.426005
,-10.122525,-3.883594,35.214829
,-9.871885,-3.584526,34.989638
,-9.619688,-3.302796,34.751839
,-9.366674,-3.038354,34.502785
,-9.113551,-2.791042,34.243774
