Date,TA,ST1,H2O,SM1,FN2O
,15.72,19.6,16.6611,29.8,12.3233
,13.93,19.5,15.6964,29.8,9.49137
,13.22,19.35,14.7231,30,11.2753
,12.86,19.2,14.2417,30.2,9.8885
,12.43,19.05,13.8573,30.1,10.5063
,12.41,18.9,13.7391,30,10.3486
,12.38,18.75,13.6301,30.1,11.2075
,13.04,18.6,14.1794,30.2,11.6143
,13.13,18.5,14.1423,30,10.5311
,13.58,18.4,14.2514,29.8,10.8065
,11.72,18.3,13.2808,29.9,12.175
,11.71,18.2,12.8838,30,10.8196
,10.71,18.1,12.2891,30,7.64145
,10.15,18,11.6941,30,12.696
,9.09,17.85,11.0507,30.1,9.36946
,8.93,17.7,10.8512,30.2,9.98973
,8.96,17.6,10.6789,30.1,11.2453
,8.84,17.5,10.5959,30,10.7786
,8.25,17.35,10.2744,30.05,5.45477
,8.22,17.2,10.2297,30.1,9.43005
,8.78,17.1,10.4995,30.1,9.80395
,10.74,17,12.1333,30.1,9.84348
,12.61,16.95,13.4551,30.1,11.3782
,14.29,16.9,14.807,30.1,9.79679
,14.48,16.9,15.8805,30.15,9.41779
,16.91,16.9,17.2241,30.2,8.89156
,17.28,17,17.9865,30.1,8.47545
,18.3,17.1,18.9111,30,8.91957
,19.68,17.2,21.6159,30,9.00759
,21.76,17.3,23.8487,30,8.8833
,25.81,17.5,25.5808,29.95,8.75703
,26.56,17.7,26.83,29.9,8.89892
,26.64,17.9,26.0075,29.85,8.87689
,27.03,18.1,25.9475,29.8,9.57585
,28.22,18.3,27.3178,29.7,9.79915
,28.38,18.5,27.2742,29.6,9.49569
,27.5,18.7,27.6339,29.55,9.51962
,25.79,18.9,25.8776,29.5,9.24424
,26.58,19.05,26.0554,29.4,9.16055
,25.06,19.2,25.3274,29.3,9.7289
,24.53,19.3,23.8607,29.3,10.3137
,24.23,19.4,23.9604,29.3,9.69359
,26.15,19.45,23.4841,29.1,10.5108
,25.04,19.5,23.9404,28.9,10.6521
,24.27,19.5,23.5626,28.95,9.77391
,23.36,19.5,23.1865,29,10.0746
,22.01,19.55,22.172,29,10.6456
,20.33,19.6,21.0618,29,12.2505
,20.58,19.55,19.7607,28.9,10.4065
,18.66,19.5,19.1399,28.8,12.4135
,17.95,19.45,18.39,28.75,10.3254
,16.91,19.4,17.7763,28.7,11.0773
,15.97,19.3,17.5994,28.8,11.7915
,15.86,19.2,17.2812,28.9,11.2673
,15.88,19.1,17.1976,28.85,10.3772
,15.8,19,17.117,28.8,10.4915
,15.98,18.95,17.1973,28.75,10.0113
,15.55,18.9,17.0107,28.7,12.0592
,13.96,18.85,15.8115,28.8,10.858
,14.13,18.8,15.5932,28.9,14.2879
,13.13,18.7,15.0163,28.9,4.82033
,12.62,18.6,14.4207,28.9,10.4289
,12.07,18.5,13.8206,28.9,8.23193
,12.92,18.4,14.3633,28.9,8.60564
,12.36,18.25,13.9141,28.8,7.12042
,12.38,18.1,13.6405,28.7,16.7929
,12.45,18.05,13.6011,28.8,14.1497
,11.57,18,13.216,28.9,7.25862
,12.64,17.9,13.727,28.9,9.60326
,12.64,17.8,14.3088,28.9,8.01036
,14.28,17.75,15.8254,28.85,9.01039
,16.08,17.7,17.4535,28.8,9.78723
,17.23,17.75,18.9023,28.55,8.55105
,18.67,17.8,19.8607,28.3,8.20859
,19.67,17.9,20.8244,28.4,8.3101
,20.67,18,21.7003,28.5,8.36749
,21.75,18.15,23.613,28.65,7.93787
,23.41,18.3,25.6099,28.8,8.58315
,26.99,18.45,27.0924,28.7,8.28307
,28.06,18.6,27.5452,28.6,8.66668
,29.28,18.8,28.1631,28.55,8.63021
,30.25,19,28.4293,28.5,8.72812
,30.31,19.2,29.4543,28.45,8.96007
,30.62,19.4,29.9444,28.4,8.63706
,30.16,19.6,29.124,28.1,8.9288
,30.96,19.8,29.1507,27.8,8.86151
,30.1,19.95,28.5927,27.8,9.58263
,30.12,20.1,28.2466,27.8,9.71705
,29.34,20.25,27.9729,27.9,9.50516
,29.03,20.4,28.3991,28,10.0079
,27.87,20.45,28.7432,27.9,9.26012
,26.63,20.5,27.4929,27.8,10.3518
,25.61,20.55,26.6527,27.85,9.7217
,23.84,20.6,25.5745,27.9,11.0232
,22.32,20.55,24.9252,27.7,12.4309
,20.59,20.5,24.1424,27.5,11.1189
,18.59,20.45,22.3597,27.55,8.70228
,17.52,20.4,21.3043,27.6,8.91516
,17.52,20.25,20.8922,27.55,21.4195
,17.21,20.1,20.2948,27.5,16.2282
,16.66,20,19.6991,27.55,16.086
,16.21,19.9,18.9723,27.6,26.9666
,16.17,19.75,18.4072,27.65,14.1353
,15.71,19.6,17.5874,27.7,9.11603
,14.94,19.5,16.7896,27.75,7.47286
,14.65,19.4,16.4013,27.8,9.959
,15.35,19.3,16.5557,27.85,16.3824
,15.01,19.2,16.2163,27.9,15.2001
,14.7,19.1,16.1825,27.85,16.6424
,14.67,19,16.0098,27.8,18.5099
,14.17,18.95,15.6632,27.75,10.2914
,13.38,18.9,15.0846,27.7,6.5139
,12.88,18.8,14.5997,27.75,9.59632
,12.77,18.7,14.4737,27.8,9.4588
,12.38,18.6,14.063,27.8,8.58089
,12.2,18.5,13.8472,27.8,8.74606
,12.31,18.4,13.9902,27.95,11.9345
,13.22,18.3,14.9607,28.1,7.89335
,15.04,18.25,16.2942,28.1,9.90756
,17.19,18.2,18.0212,28.1,15.6381
,18.29,18.25,19.3991,28.1,8.90578
,19.44,18.3,20.6899,28.1,10.284
,19.99,18.4,21.7092,28,9.55253
,20.87,18.5,22.7524,27.9,8.89663
,22.03,18.65,25.43,27.95,9.65345
,23.55,18.8,27.3645,28,9.03967
,28.53,18.95,28.8959,27.9,7.90704
,29.53,19.1,29.6032,27.8,8.33579
,30.66,19.3,30.2226,27.8,8.18482
,30.76,19.5,31.646,27.8,8.53399
,27.91,19.7,29.8279,27.75,8.38771
,31.21,19.9,29.455,27.7,8.77164
,31.22,20.1,26.3021,27.6,8.32254
,31.38,20.3,24.4469,27.5,8.43101
,31.82,20.45,25.7993,27.4,8.38653
,32.25,20.6,24.8437,27.3,9.48898
,29.92,20.75,28.0638,27.15,9.07805
,30.38,20.9,26.7829,27,9.12867
,29.5,20.95,27.0359,27,9.3948
,28.09,21,25.8252,27,9.53257
,26.89,21,26.181,26.95,10.1245
,25.45,21,24.9891,26.9,10.0666
,23.6,21,25.6514,26.85,12.4043
,22.07,21,24.6132,26.8,10.809
,20.06,20.95,22.4682,26.65,11.3538
,18.43,20.9,20.5874,26.5,11.2579
,17.71,20.75,19.6941,26.5,12.2643
,17.11,20.6,18.8623,26.5,10.2327
,17.49,20.45,19.2286,26.55,21.2907
,16.77,20.3,18.4674,26.6,11.8012
,16.27,20.2,17.9918,26.6,12.5181
,16.26,20.1,17.6626,26.6,12.5736
,16.99,19.95,18.4134,26.55,12.18
,15.84,19.8,17.5276,26.5,12.1209
,14.92,19.7,16.6983,26.4,8.84235
,14.58,19.6,16.2497,26.3,10.7683
,14.35,19.5,15.8863,26.3,9.45451
,14.68,19.4,15.9752,26.3,12.2631
,13.8,19.3,15.3898,26.4,7.58334
,13.6,19.2,15.0809,26.5,7.61027
,13.81,19.1,15.1331,26.4,15.6259
,14.04,19,15.3708,26.3,10.77
,13.82,18.9,15.2274,26.35,8.3315
,14.34,18.8,15.5754,26.4,9.16637
,14.65,18.75,16.0816,26.35,9.16127
,14.73,18.7,16.3588,26.3,11.2438
,15.9,18.7,17.5429,26.1,9.27611
,17.19,18.7,19.0863,25.9,8.72697
,18.02,18.7,20.3092,25.85,8.90562
,19.53,18.7,21.3013,25.8,8.67236
,20.34,18.8,22.1538,26,8.53236
,21.66,18.9,22.7729,26.2,8.85834
,22.93,19,24.1901,26.2,8.57222
,24.53,19.1,23.2232,26.2,8.31944
,29.7,19.25,25.1542,26.1,8.7501
,31.52,19.4,27.7224,26,9.15919
,32.75,19.6,28.2367,25.95,8.02391
,33.09,19.8,28.0005,25.9,8.42046
,33.81,20.05,28.9749,25.5,9.24322
,33.76,20.3,30.2137,25.1,8.89826
,33.75,20.5,27.8508,25,9.06553
,34.18,20.7,27.9933,24.9,9.76111
,31.55,20.85,27.4164,24.75,9.62839
,32.69,21,27.885,24.6,9.63232
,27.93,21.1,26.6393,24.7,9.22806
,30.36,21.2,24.7294,24.8,9.94546
,29.56,21.2,24.5065,24.8,10.1636
,28.29,21.2,22.6236,24.8,10.199
,27.41,21.15,22.9517,24.65,9.95335
,26.59,21.1,21.8982,24.5,10.1963
,25.46,21.05,22.2288,24.6,10.4449
,24.48,21,22.1182,24.7,10.3927
,22.79,20.95,19.5162,24.65,10.1616
,20.62,20.9,19.1213,24.6,9.63564
,18.48,20.8,18.747,24.55,9.60636
,17.33,20.7,17.8524,24.5,9.18111
,18,20.6,17.5556,24.55,10.515
,17.77,20.5,17.5363,24.6,11.0647
,16.68,20.35,17.6135,24.8,18.8407
,17.51,20.2,17.8171,25,9.22275
,18.25,20.1,17.995,24.9,11.7064
,18.28,20,18.037,24.8,15.4261
,17.86,20,18.4892,24.85,8.29
,17.12,20,18.3608,24.9,8.60272
,16.79,19.95,18.1272,24.8,8.82223
,16.43,19.9,17.9494,24.7,9.52082
,15.53,19.8,17.0666,24.8,8.1805
,15.02,19.7,16.5659,24.9,7.37173
,14.96,19.65,16.3299,24.95,19.8009
,13.94,19.6,15.5104,25,7.85476
,14.85,19.5,16.093,24.85,10.2216
,14.5,19.4,16.0234,24.7,5.32726
,14.99,19.3,16.2452,24.95,14.1686
,16.71,19.2,18.1867,25.2,10.4025
,18.83,19.2,20.3035,25.2,10.0338
,18.02,19.2,20.6759,25.2,9.40651
,18.66,19.25,21.0259,25.25,9.47579
,20.36,19.3,22.4269,25.3,7.84917
,21.82,19.35,23.7049,25.25,7.84153
,22.76,19.4,24.639,25.2,7.31143
,24.32,19.55,25.7397,25.15,7.72365
,24.04,19.7,25.8905,25.1,7.11025
,24.77,19.85,26.5533,25.15,6.9807
,28.92,20,28.9022,25.2,7.25473
,30.97,20.15,30.4918,25.1,7.27902
,28.72,20.3,31.1076,25,7.58616
,27.36,20.45,29.8486,25.05,7.44156
,30.24,20.6,33.0937,25.1,7.87212
,31.35,20.75,34.4718,25,7.52838
,27.81,20.9,31.3481,24.9,7.46196
,26.49,21,29.5787,25,7.28844
,26.84,21.1,29.6543,25.1,7.99463
,28.89,21.2,31.0691,25,7.84897
,30.66,21.3,32.4758,24.9,8.61802
,28.43,21.35,30.5668,24.95,8.67469
,26.54,21.4,29.7079,25,8.61012
,24.52,21.45,27.5764,25.05,8.66902
,23.89,21.5,26.5358,25.1,9.00442
,23.38,21.45,25.5167,25,9.3068
,22.75,21.4,24.8597,24.9,10.27
,22.07,21.35,24.7067,24.95,7.82134
,21.65,21.3,24.0904,25,9.83701
,20.8,21.25,23.3868,25.05,9.34516
,20.34,21.2,22.4497,25.1,8.71802
,20.11,21.15,21.8044,25,8.86415
,19.68,21.1,21.1262,24.9,8.32607
,19.5,21.05,20.8746,25,8.45959
,18.6,21,20.5037,25.1,9.27724
,18.37,20.95,20.1974,25.05,8.5453
,17.9,20.9,19.8515,25,8.85964
,17.62,20.8,19.5219,24.9,8.54878
,17.64,20.7,19.4941,24.8,8.66029
,17.42,20.6,19.3229,24.95,8.91842
,17.82,20.5,19.7334,25.1,8.39588
,17.6,20.45,19.4777,25.05,8.21675
,17.91,20.4,19.6196,25,9.42589
,17.36,20.35,19.0822,25,8.94356
,18.48,20.3,19.9137,25,8.70286
,18.68,20.3,20.1291,25,8.72064
,18.59,20.3,20.2455,25,8.29146
,18.57,20.3,20.2391,25.15,8.66337
,18.7,20.3,20.3317,25.3,8.82251
,18.91,20.3,20.6727,25.3,8.58327
,19.45,20.3,21.0248,25.3,8.4633
,20.45,20.3,21.7116,25.1,7.89883
,21.84,20.3,22.6143,24.9,7.74528
,21.5,20.35,24.0995,24.9,7.71793
,21.72,20.4,23.3217,24.9,7.77706
,22.65,20.5,24.1704,24.85,7.69429
,24.03,20.6,24.7414,24.8,7.81019
,26.91,20.7,27.5264,24.55,7.42949
,28.31,20.8,26.8175,24.3,7.54955
,29.74,20.95,29.9234,24.25,7.39429
,30.02,21.1,27.9407,24.2,7.70078
,30.7,21.3,28.5263,24.15,7.89681
,30.49,21.5,28.7164,24.1,7.91763
,32.12,21.65,30.398,24,8.00517
,31.87,21.8,29.597,23.9,7.8683
,33.39,21.95,29.4759,23.85,7.78692
,29.65,22.1,28.2549,23.8,8.6124
,28.96,22.2,28.1245,23.95,8.77266
,27.66,22.3,27.8935,24.1,8.27347
,27.22,22.35,27.3617,24.2,8.89384
,26,22.4,26.2305,24.3,8.74971
,25.37,22.4,26.628,24.3,9.33282
,24.68,22.4,25.8676,24.3,8.65013
,23.87,22.35,25.0767,24.05,9.20242
,23.24,22.3,24.4803,23.8,8.73498
,22.5,22.25,23.9794,23.9,8.84904
,21.66,22.2,23.6634,24,7.87283
,21.3,22.1,23.3975,23.85,8.1763
,20.61,22,22.9872,23.7,6.94513
,20.18,21.95,22.5927,23.65,7.02323
,20.28,21.9,22.7675,23.6,8.05041
,18.92,21.8,21.4876,23.65,4.59573
,19.64,21.7,21.9684,23.7,8.03908
,19.91,21.6,22.4029,23.75,10.1602
,19.88,21.5,22.3251,23.8,8.43025
,19.8,21.45,22.2259,23.85,10.2469
,19.73,21.4,22.1705,23.9,8.82856
,19.72,21.35,22.1746,23.85,9.38894
,19.52,21.3,22.0085,23.8,9.05241
,19.44,21.3,21.9966,23.85,9.98983
,19.8,21.3,22.146,23.9,7.60518
,19.56,21.3,22.242,23.8,9.35845
,19.8,21.3,22.5633,23.7,7.06842
,19.67,21.25,22.4946,23.85,9.18745
,19.69,21.2,22.4496,24,7.65817
,19.79,21.2,22.6476,23.95,8.05464
,19.9,21.2,22.8335,23.9,8.77059
,20.39,21.15,23.5575,23.95,9.6241
,20.71,21.1,24.1056,24,8.98573
,21.51,21.15,25.0167,24.05,7.98213
,22.09,21.2,25.5694,24.1,8.08205
,22.3,21.25,26.4843,24.1,8.0595
,23.11,21.3,27.3534,24.1,8.14175
,23.96,21.4,28.6543,24.05,7.88822
,24.79,21.5,29.2723,24,7.91625
,28.25,21.6,29.9004,24,8.23621
,29.81,21.7,30.6408,24,8.34018
,31.15,21.85,31.2522,23.9,8.13401
,32.89,22,33.3191,23.8,8.6421
,31.54,22.2,35.303,23.85,8.45125
,33.29,22.4,35.7531,23.9,8.80636
,34.19,22.55,34.789,23.9,8.82465
,34.6,22.7,34.7838,23.9,8.82322
,33.7,22.85,33.5694,23.65,8.87769
,32.68,23,32.9375,23.4,9.52108
,32.64,23.1,32.6257,23.2,8.80311
,32,23.2,31.8534,23,9.0214
,30.78,23.25,37.3861,23,9.12421
,29.92,23.3,34.2397,23,8.51851
,28.7,23.25,33.2798,23.15,8.6717
,27.87,23.2,37.2519,23.3,9.03854
,27.13,23.15,31.5903,23.4,9.25332
,25.5,23.1,28.6086,23.5,9.53939
,23.54,23,27.3607,23.3,7.98644
,22.58,22.9,26.5833,23.1,8.70393
,20.94,22.8,25.628,23.05,7.43292
,19.86,22.7,24.6669,23,7.59642
,19.82,22.6,24.3078,23.05,21.1517
,19.01,22.5,23.4376,23.1,7.21096
,19.29,22.35,23.194,23.25,11.6792
,19.35,22.2,22.8518,23.4,8.33124
,19.31,22.1,22.4753,23.35,10.0106
,19.13,22,22.1542,23.3,9.63043
,19.35,21.9,21.9679,23.25,13.0302
,18.68,21.8,21.4253,23.2,6.0518
,19.6,21.75,21.9383,23.2,11.2908
,19.79,21.7,22.1006,23.2,11.5859
,19.99,21.6,22.4456,23.2,10.7672
,19.6,21.5,22.1735,23.2,7.41918
,19.39,21.45,21.6992,23.2,15.4861
,19.57,21.4,21.9887,23.2,8.29897
,19.23,21.35,21.6422,23.15,10.4411
,18.23,21.3,20.5919,23.1,7.79544
,18.3,21.25,20.4782,23.2,7.14187
,19.18,21.2,21.6909,23.3,8.98413
,20.38,21.15,23.0821,23.4,8.58663
,21.25,21.1,24.3451,23.5,7.90593
,22.06,21.15,25.3743,23.5,7.69821
,23.61,21.2,26.7058,23.5,7.49559
,24.71,21.3,27.9409,23.3,7.42279
,26.83,21.4,29.1451,23.1,7.4277
,27.16,21.5,30.5251,23.05,7.21773
,27.49,21.6,30.9816,23,7.34772
,30.59,21.75,32.833,23,7.37968
,28.93,21.9,31.6096,23,7.25711
,31.78,22.1,32.7299,22.95,7.22859
,29.97,22.3,32.3858,22.9,7.17661
,32.09,22.45,32.3048,22.8,7.35185
,33.47,22.6,31.8596,22.7,7.48663
,31.66,22.75,30.7671,22.7,7.79008
,31.17,22.9,29.8847,22.7,7.88814
,33.57,22.95,32.1023,22.65,7.67768
,33,23,32.5278,22.6,7.63711
,30.09,23.1,30.493,22.6,8.10281
,32.87,23.2,33.7393,22.6,7.49519
,29.35,23.25,27.8129,22.5,8.0129
,25.62,23.3,30.7976,22.4,7.66987
,25.27,23.3,29.8296,22.55,7.5704
,25.3,23.3,29.44,22.7,7.88146
,25.74,23.25,29.3797,22.8,7.84674
,24.85,23.2,28.3546,22.9,8.92641
,23.83,23.15,27.8347,22.95,7.59931
,23.29,23.1,27.2465,23,7.97469
,23.03,23.05,26.9401,22.8,7.53525
,23.44,23,27.3256,22.6,7.98275
,23.35,22.95,27.6966,22.6,7.55257
,23,22.9,27.4653,22.6,7.90736
,22.93,22.85,27.2029,22.6,8.36126
,22.47,22.8,26.8227,22.6,7.84567
,22.58,22.75,26.8484,22.55,8.52964
,22.77,22.7,26.9718,22.5,8.00688
,22.53,22.65,26.6615,22.6,7.3655
,22.26,22.6,26.4674,22.7,7.51062
,22.17,22.6,26.3975,22.65,6.64679
,22.07,22.6,26.3093,22.6,7.83311
,21.93,22.55,26.0718,22.7,8.01094
,22.02,22.5,26.2385,22.8,7.81958
,22.17,22.5,26.373,22.75,8.06373
,22.2,22.5,26.4108,22.7,7.83171
,21.69,22.5,25.7531,22.9,7.31635
,22.19,22.5,26.1609,23.1,7.8172
,22.18,22.5,26.1158,22.95,7.88026
,21.97,22.5,25.9888,22.8,7.67324
,22.67,22.5,26.6945,22.85,7.55612
,23.14,22.5,27.5389,22.9,7.33852
,23.71,22.5,28.4615,23,7.15973
,23.83,22.5,29.2943,23.1,7.34731
,24.57,22.5,30.8994,23,7.13102
,25.24,22.5,31.191,22.9,7.72592
,25.34,22.6,31.3107,23.1,7.51054
,26.44,22.7,32.5149,23.3,7.36038
,27.02,22.8,32.9981,23.2,7.18052
,29.02,22.9,33.8756,23.1,7.44572
,31.2,23,34.3249,22.95,7.73836
,31.82,23.1,34.6286,22.8,7.10172
,31.26,23.25,34.948,22.75,7.39695
,32.61,23.4,35.5972,22.7,7.47294
,33.19,23.55,36.0148,22.6,7.52756
,29.21,23.7,35.25,22.5,7.87632
,27.14,23.75,32.9028,22.55,8.33148
,29.09,23.8,34.9801,22.6,7.7948
,30.94,23.85,34.6103,22.5,7.7551
,30.42,23.9,34.4085,22.4,7.7911
,29.53,23.95,34.8881,22.6,8.12586
,28.19,24,33.7819,22.8,8.07828
,28.49,24,33.4135,22.75,8.19342
,27.57,24,32.5413,22.7,7.79826
,26.65,23.9,31.8543,22.7,8.25705
,25.77,23.8,31.6072,22.7,8.36354
,24.44,23.75,29.7439,22.65,10.1965
,23.15,23.7,28.7484,22.6,7.25113
,23.15,23.6,28.1422,22.45,7.91529
,23.36,23.5,27.7676,22.3,8.23126
,22.89,23.45,27.2226,22.3,7.55167
,21.99,23.4,26.8918,22.3,6.4638
,21.15,23.3,26.2734,22.35,7.17819
,21.54,23.2,26.1979,22.4,8.92456
,21.96,23.1,26.387,22.4,7.45457
,21.77,23,26.3814,22.4,8.14547
,22.12,23,26.3912,22.45,7.86601
,22.39,23,26.5957,22.5,7.0505
,22.55,22.95,26.5477,22.45,7.18837
,22.39,22.9,26.304,22.4,7.67358
,22.59,22.85,26.2506,22.4,7.28686
,22.29,22.8,25.8461,22.4,7.62264
,21.33,22.8,25.2429,22.45,7.26705
,21.2,22.8,25.0516,22.5,6.73724
,21.15,22.75,24.8285,22.5,8.42162
,20.74,22.7,24.3909,22.5,7.61074
,20.62,22.65,24.234,22.6,9.21993
,20.67,22.6,24.3145,22.7,7.36503
,21.9,22.55,25.5004,22.7,7.29361
,22.8,22.5,26.4537,22.7,6.83532
,23.7,22.5,27.2679,22.7,6.56383
,23.9,22.5,27.2558,22.7,6.89881
,24.62,22.55,26.8307,22.65,7.02969
,25.16,22.6,27.5368,22.6,6.94048
,26.03,22.65,27.7416,22.55,7.23812
,26.31,22.7,27.9875,22.5,7.08275
,27.18,22.8,29.3315,22.6,6.98769
,27.64,22.9,29.467,22.7,6.50001
,27.87,22.95,28.7973,22.7,6.94368
,29.67,23,29.6843,22.7,7.09801
,28.42,23.1,29.0704,22.55,7.07817
,28.08,23.2,27.2413,22.4,7.32812
,34.46,23.3,30.9051,22.2,7.22683
,29.41,23.4,27.4084,22,7.35243
,33.9,23.45,30.5451,22.15,6.65584
,32.44,23.5,30.6117,22.3,6.71954
,31.55,23.6,29.0795,22.35,7.11092
,29.32,23.7,28.2078,22.4,6.9519
,30.37,23.75,28.4145,22.1,7.20924
,29.42,23.8,28.8921,21.8,7.04294
,28.78,23.75,27.7883,21.95,6.79693
,27.2,23.7,26.1891,22.1,6.80223
,27.23,23.65,25.3705,22.15,6.87655
,25.99,23.6,25.0889,22.2,6.65278
,23.95,23.55,24.966,22.25,6.26465
,22.72,23.5,24.1885,22.3,5.65246
,21.24,23.4,23.725,22.15,6.76633
,20.25,23.3,22.5996,22,7.56086
,19.78,23.15,22.154,22,5.76271
,19.6,23,21.9527,22,6.88722
,20.08,22.9,22.2478,22.05,10.4059
,19.68,22.8,21.8285,22.1,11.2104
,19.32,22.65,21.3812,22.05,7.65026
,20.54,22.5,23.046,22,6.81736
,20.27,22.45,22.7881,22.05,8.68409
,19.14,22.4,21.3575,22.1,12.8789
,18.05,22.3,19.9969,22.15,4.89794
,17.03,22.2,18.7876,22.2,4.26115
,17.46,22.1,18.9,22.25,9.53677
,17.92,22,19.1576,22.3,9.56938
,18.16,21.9,19.76,22.3,6.24533
,19.28,21.8,20.89,22.3,8.0242
,18.63,21.7,20.897,22.25,8.59814
,19.07,21.6,21.1405,22.2,6.65511
,19.18,21.6,21.5469,22,6.63416
,19.62,21.6,22.3335,21.8,7.17995
,20.44,21.6,23.5424,21.9,6.5396
,21.46,21.6,25.3424,22,6.49534
,22.44,21.6,26.4152,22.2,5.90871
,23.63,21.6,28.3669,22.4,6.37879
,23.5,21.75,28.3532,22.4,6.32774
,24.9,21.9,29.9302,22.4,5.91053
,25.12,22,30.4461,22.35,5.87436
,26.94,22.1,32.0402,22.3,6.0129
,28.7,22.25,32.5896,22.25,5.78943
,29.07,22.4,32.5838,22.2,6.07981
,30,22.6,30.0587,21.95,6.06123
,29.71,22.8,30.4583,21.7,6.20443
,29.18,22.95,30.0567,21.6,6.08289
,31.74,23.1,30.6993,21.5,6.22747
,33.14,23.25,32.4644,21.55,6.36639
,32.47,23.4,31.8047,21.6,6.24137
,32.66,23.55,30.3075,21.4,6.43686
,32.53,23.7,31.1104,21.2,6.36593
,31.48,23.8,30.9831,21.15,6.32512
,31,23.9,30.3655,21.1,6.4448
,30.07,23.9,29.4653,21.15,6.48191
,29.24,23.9,29.4901,21.2,6.45336
,27.81,23.85,28.3015,21.4,6.67305
,25.7,23.8,27.6498,21.6,5.68706
,25.09,23.8,30.1917,21.85,5.12233
,25.25,23.8,31.3022,22.1,3.90144
,23.38,23.75,28.7597,22.05,6.23644
,22.8,23.7,27.1996,22,6.00833
,22.99,23.65,27.4258,21.95,8.23484
,23.06,23.6,27.5509,21.9,7.80285
,23.01,23.55,27.4908,21.85,6.91714
,22.95,23.5,27.4714,21.8,6.3598
,22.81,23.45,27.3574,21.8,5.83482
,21.57,23.4,25.3631,21.8,6.39433
,20.42,23.35,23.1774,21.9,6.19825
,19.98,23.3,22.6527,22,4.28349
,19.59,23.25,21.9351,21.95,5.83627
,19.25,23.2,21.2763,21.9,6.10847
,19.24,23.1,20.9478,21.85,5.79827
,18.93,23,20.3135,21.8,5.80942
,18.67,22.95,19.8563,21.85,5.7252
,17.99,22.9,18.9367,21.9,5.52277
,17.85,22.8,18.6214,21.95,5.65818
,17.31,22.7,18.2344,22,5.62789
,16.43,22.6,17.3045,22.05,5.24625
,15.32,22.5,16.2224,22.1,5.86383
,14.99,22.35,15.9432,22.2,5.33497
,14.69,22.2,15.7117,22.3,5.31499
,14.65,22.05,15.8717,22.25,3.61515
,15.08,21.9,16.3782,22.2,5.08635
,16.47,21.8,17.7875,22.15,5.00594
,17.42,21.7,18.8885,22.1,5.42855
,17.68,21.65,19.5174,22.1,5.04613
,18.89,21.6,20.6053,22.1,5.0445
,19.47,21.6,22.7801,22.1,5.02949
,21.22,21.6,23.6107,22.1,5.06023
,25.68,21.7,24.1175,22.2,5.09229
,26.21,21.8,24.5344,22.3,4.96445
,25.34,21.9,23.8838,22.15,4.89676
,26.83,22,24.2325,22,4.88741
,26.41,22.15,25.3085,21.85,4.92439
,25.26,22.3,24.6209,21.7,4.77567
,25.63,22.45,25.2473,21.85,4.79387
,24.64,22.6,24.9452,22,4.74626
,25.83,22.7,25.4132,21.7,4.94083
,24.88,22.8,23.1018,21.4,4.79975
,24.34,22.85,20.1287,21.35,4.82889
,23.76,22.9,17.6329,21.3,4.90047
,23.39,22.85,16.3419,21.3,4.98357
,22.51,22.8,15.6279,21.3,4.84636
,21.47,22.7,14.4611,21.35,5.06401
,20.59,22.6,14.7837,21.4,4.87512
,19.47,22.45,15.7781,21.35,2.85475
,18.17,22.3,14.3141,21.3,4.69517
,16.16,22.15,14.9179,21.4,4.54317
,13.95,22,14.6108,21.5,4.64743
,13.21,21.8,14.1483,21.6,4.39115
,12.55,21.6,13.648,21.7,4.96734
,12.25,21.4,13.2709,21.65,4.4144
,12.13,21.2,13.1405,21.6,4.39556
,13.02,21.05,13.5542,21.65,4.95129
,11.68,20.9,12.846,21.7,4.1431
,11.91,20.7,12.7811,21.65,4.2388
,10.97,20.5,12.1786,21.6,4.15981
,10.22,20.3,11.4721,21.65,4.44818
,9.51,20.1,10.8882,21.7,4.20454
,9.18,19.9,10.4515,21.7,4.14103
,8.37,19.7,9.90266,21.7,3.91513
,8.57,19.55,10.1376,21.8,4.03726
,8.75,19.4,10.1993,21.9,3.45324
,8.7,19.2,10.2505,22,2.80738
,8.69,19,10.2308,22.1,3.73828
,8.04,18.85,9.68533,22.15,3.66619
,7.37,18.7,9.23194,22.2,3.57539
,6.83,18.55,9.05946,22.2,3.55253
,7.57,18.4,9.55346,22.2,3.65207
,9.9,18.3,11.2662,22.15,3.79112
,12.09,18.2,13.3308,22.1,4.08733
,12.79,18.15,14.693,21.95,3.84883
,13.99,18.1,15.5558,21.8,3.66109
,14.27,18.25,16.3037,21.75,3.77642
,15.66,18.4,17.0678,21.7,3.40792
,16.44,18.55,19.3877,21.85,3.92371
,17.05,18.7,21.543,22,3.79053
,24.11,18.85,23.4409,21.85,3.70664
,25.71,19,24.7683,21.7,3.63584
,27.18,19.2,21.0862,21.6,3.83166
,28.78,19.4,16.487,21.5,3.93733
,29.66,19.6,18.343,21.4,3.80101
,29.24,19.8,18.5941,21.3,3.7395
,28.44,20.05,18.4942,21.3,3.93971
,27.55,20.3,16.9926,21.3,3.95252
,27.88,20.55,18.1305,21.25,3.96578
,26.44,20.8,15.9691,21.2,3.93954
,26.14,20.9,16.532,21.35,3.88186
,25.32,21,16.7777,21.5,3.95196
,24.39,21,15.4834,21.4,3.95425
,23.57,21,16.2265,21.3,3.85645
,22.53,21,15.9695,21.15,4.05794
