Date,TA,ST1,H2O,SM1,FN2O
,15.07,19.3,12.0237,20.7,25.0313
,13.88,19.2,12.2811,20.7,23.0181
,13.33,19.1,12.2678,20.7,23.3526
,14.22,18.95,12.4968,21.15,22.975
,13.21,18.8,12.4406,21.6,23.3707
,13.53,18.75,12.6211,21.6,23.3653
,14.32,18.7,12.5699,21.6,21.8286
,13.58,18.6,13.2131,21.15,22.0245
,11.64,18.5,12.5195,20.7,23.0627
,10.33,18.35,11.9249,20.7,26.0259
,13.12,18.2,12.7075,20.7,22.0062
,13.3,18.15,12.9931,20.75,23.0871
,13.92,18.1,13.0434,20.8,22.4655
,14.05,18.1,12.9486,20.75,20.8051
,14.25,18.1,12.9325,20.7,20.7195
,14.18,18.1,12.8464,20.7,19.599
,14.71,18.1,12.1032,20.7,17.8563
,14.89,18.1,11.6198,21.05,15.205
,14.12,18.1,12.0609,21.4,14.7385
,13.72,18.1,12.4894,21.05,15.3484
,14.09,18.1,12.8554,20.7,14.9647
,14.76,18.1,13.13,20.7,15.0897
,14.96,18.1,12.8171,20.7,15.0885
,15.17,18.1,12.9591,20.7,14.3767
,15.62,18.1,13.1413,20.7,14.6789
,16.52,18.15,13.6733,20.7,14.2632
,17.74,18.2,14.1567,20.7,14.1384
,18.89,18.3,14.5764,20.7,15.8671
,18.44,18.4,14.3193,20.7,16.2032
,18.94,18.5,14.0646,20.65,15.116
,17.98,18.6,13.7996,20.6,14.5308
,18.03,18.7,13.9325,20.6,15.551
,16.75,18.8,13.8866,20.6,14.4506
,17.72,18.8,14.0047,20.65,15.2903
,19.21,18.8,14.5962,20.7,14.6782
,17.76,18.8,14.2127,20.7,15.2577
,16.93,18.8,13.8886,20.7,14.315
,14.54,18.75,15.3827,21.7,15.6642
,14.01,18.7,15.4311,22.7,9.92827
,13.95,18.55,15.5097,25.8,11.0549
,14,18.4,15.5338,28.9,12.257
,14.25,18.35,15.8646,30.9,12.9243
,14.17,18.3,15.8208,32.9,9.24177
,14.36,18.3,16.0142,33.8,10.1278
,14.41,18.3,16.1222,34.7,10.9117
,14.3,18.3,16.0653,33.85,10.4221
,14.49,18.3,16.233,33,13.4543
,14.51,18.3,16.3239,32.8,14.0408
,14.69,18.3,16.4886,32.6,16.3046
,14.7,18.3,16.525,32.35,16.5596
,14.89,18.3,16.7356,32.1,17.3651
,14.58,18.3,16.5477,31.6,18.6902
,14.47,18.3,16.4037,31.1,19.9898
,14.39,18.3,16.3486,30.9,19.8974
,14.12,18.3,16.0788,30.7,20.1369
,13.89,18.3,15.8566,30.65,21.0746
,13.86,18.3,15.7279,30.6,21.088
,13.54,18.3,15.4088,30.55,21.1479
,13.7,18.3,15.5658,30.5,20.889
,13.67,18.25,15.541,30.4,21.0799
,13.5,18.2,15.351,30.3,21.6409
,13.21,18.15,15.0858,30.25,21.9688
,13.26,18.1,15.1905,30.2,22.2396
,13.41,18.1,15.3496,30.15,23.0353
,13.48,18.1,15.4097,30.1,22.4888
,13.17,18.1,15.0127,30.1,22.652
,13.5,18.1,15.4043,30.1,22.583
,13.43,18.1,15.4151,30.2,22.0144
,14.12,18.1,16.1202,30.3,23.3327
,14.78,18.1,17.0135,30.1,23.8337
,15.43,18.1,17.8033,29.9,23.8749
,15.68,18.1,17.7348,29.85,22.5242
,16.23,18.1,18.0347,29.8,22.6764
,17.18,18.2,18.5754,30.1,21.4463
,17.09,18.3,18.8967,30.4,21.8702
,17.46,18.35,18.7203,30.45,22.1591
,17.86,18.4,18.5476,30.5,21.9191
,18.29,18.45,18.1562,30.45,22.87
,20.71,18.5,19.2894,30.4,23.2047
,19.9,18.6,22.1615,30.3,24.3328
,19.39,18.7,19.7314,30.2,25.5955
,18.9,18.8,18.2989,30.1,24.886
,19.82,18.9,18.7409,30,25.2801
,19.12,18.95,18.513,29.9,25.826
,20.11,19,18.5833,29.8,26.4755
,21.07,19.05,19.8808,29.75,27.1882
,19.81,19.1,18.766,29.7,25.293
,20.67,19.15,18.9883,29.65,26.6971
,21.46,19.2,18.9114,29.6,29.3868
,23.55,19.25,20.5841,29.65,29.1032
,21.22,19.3,18.4417,29.7,30.4592
,22.53,19.35,18.5783,29.75,30.4992
,22.77,19.4,19.0193,29.8,31.9366
,20.02,19.45,18.6976,29.9,33.7633
,19.84,19.5,17.7891,30,33.4932
,18.35,19.45,17.5134,29.9,33.55
,15.69,19.4,17.2328,29.8,37.7263
,15.22,19.25,16.6741,29.55,39.2628
,14.58,19.1,16.2645,29.3,36.0008
,14.64,19,16.0273,29.45,35.3894
,14.59,18.9,16.0212,29.6,35.744
,12.89,18.8,14.7559,29.35,38.9032
,13.44,18.7,14.691,29.1,33.5939
,13.7,18.6,15.0061,29.05,32.807
,12.93,18.5,14.3792,29,32.2289
,12.1,18.4,13.7031,29,46.5135
,12.36,18.3,13.5688,29,33.2445
,11.4,18.15,13.0394,29,33.3024
,11.28,18,12.6979,29,34.0335
,11.24,17.85,12.7828,29,34.279
,10.17,17.7,12.0558,29,37.8249
,9.45,17.55,11.5312,29,36.0056
,8.84,17.4,11.0675,29,32.17
,8.73,17.25,10.8875,29,38.9247
,8.56,17.1,10.8148,29,32.4078
,10.7,16.95,11.7767,29.1,32.4834
,13.24,16.8,13.5555,29.2,31.9334
,14.48,16.75,15.2523,29.25,30.1958
,16,16.7,16.6169,29.3,30.0008
,16.55,16.75,18.2703,29.1,30.5851
,17.3,16.8,19.1516,28.9,33.0222
,17.96,16.95,19.7672,28.9,32.0695
,18.74,17.1,20.5201,28.9,30.7548
,19.77,17.3,25.3196,28.9,31.2913
,23.7,17.5,25.3551,28.9,33.3522
,27.12,17.75,24.9433,28.95,41.5008
,28.29,18,27.7016,29,47.9271
,27.8,18.2,28.1216,28.75,46.9453
,28.3,18.4,27.6213,28.5,47.3535
,28.78,18.65,29.2232,28.25,45.6866
,29.15,18.9,30.1726,28,45.8486
,31.43,19.1,28.8257,27.85,49.828
,28.31,19.3,28.6982,27.7,44.7612
,29.56,19.4,28.8163,27.8,44.1649
,31.21,19.5,27.7166,27.9,49.6067
,30.07,19.65,24.9859,27.6,49.7522
,31.03,19.8,25.0651,27.3,47.066
,29.88,19.9,23.7565,27.2,48.3838
,29.85,20,23.0135,27.1,46.7564
,28.38,20,22.479,27.1,45.3679
,26.88,20,21.1289,27.1,42.1077
,25.57,19.95,20.7504,27.2,45.0472
,23.1,19.9,20.1998,27.3,45.9036
,20.84,19.8,19.6937,27.2,44.1009
,18.39,19.7,18.1581,27.1,47.6015
,16.64,19.55,16.6007,27.45,44.3993
,15.02,19.4,16.2887,27.8,48.899
,13.81,19.2,15.3824,27.9,45.6333
,13.39,19,14.8546,28,38.8349
,13.33,18.8,14.441,27.75,45.2779
,13.86,18.6,14.3158,27.5,48.4475
,13.58,18.45,13.9431,27.8,40.3195
,12.71,18.3,13.6149,28.1,39.492
,14.96,18.15,14.6799,27.95,36.1761
,14.83,18,14.5752,27.8,35.796
,12.04,17.9,13.4801,27.55,39.1506
,11.75,17.8,13.1862,27.3,35.7988
,11.4,17.65,12.9344,27.35,37.1915
,12.14,17.5,13.2908,27.4,32.4957
,11.73,17.4,13.1279,27.4,35.3674
,10.95,17.3,12.4333,27.4,43.2915
,11.38,17.2,12.4521,27.4,37.2536
,11.83,17.1,12.8598,27.4,34.9128
,12.54,17.05,14.2243,27.4,35.2919
,13.98,17,16.0959,27.4,30.5632
,15.14,17,17.7509,27.4,36.2191
,16.92,17,19.2409,27.4,31.7957
,18.09,17.1,20.7438,27.65,32.0287
,19.82,17.2,21.0533,27.9,33.0182
,21.14,17.4,20.9903,28.05,34.2938
,21.59,17.6,20.5114,28.2,34.1172
,22.77,17.8,21.1251,28,34.5734
,24.94,18,22.2826,27.8,38.2662
,25.99,18.2,21.4135,27.4,39.8983
,27.44,18.4,21.8776,27,44.8684
,28.23,18.65,20.987,27.3,44.9674
,28.29,18.9,20.0578,27.6,45.1906
,28.15,19.05,18.9184,27.4,44.7328
,29.06,19.2,19.2057,27.2,45.7606
,28.89,19.35,20.2695,26.8,44.9391
,30.47,19.5,20.5529,26.4,45.0958
,30.51,19.65,20.0814,26.25,47.0281
,29.85,19.8,20.0369,26.1,47.0997
,28.67,19.9,19.2646,26.05,45.3159
,29.08,20,18.6831,26,43.2923
,27.62,20.05,18.527,26,43.9042
,26.68,20.1,19.0143,26,41.5151
,26.6,20.15,19.1776,26.4,41.5157
,26.53,20.2,19.6062,26.8,43.0334
,24.68,20.15,19.1854,27.15,43.0703
,23.1,20.1,19.6007,27.5,40.8035
,21.41,20.1,19.9277,27.4,46.2358
,19.1,20.1,19.3411,27.3,52.784
,17.28,20,18.1453,27.2,46.2828
,16.3,19.9,17.4642,27.1,51.4293
,16.04,19.7,17.228,27.1,37.7049
,15.19,19.5,16.5386,27.1,39.1143
,15.81,19.35,16.9617,27.05,36.8792
,16.18,19.2,17.289,27,38.6599
,15.19,19.1,16.5339,26.95,46.4402
,15.26,19,16.5851,26.9,48.7537
,15.25,18.9,16.6636,26.5,46.6103
,14.89,18.8,16.3794,26.1,40.3875
,15.31,18.7,16.8066,25.9,44.3278
,15.21,18.6,16.6713,25.7,34.8688
,15.33,18.55,16.6914,26.1,33.1943
,15.03,18.5,16.6133,26.5,44.795
,15.09,18.45,16.6159,26.7,35.0821
,14.74,18.4,16.2389,26.9,42.1454
,14.16,18.35,15.6695,27,30.3856
,13.93,18.3,15.3678,27.1,37.531
,15.98,18.2,17.0574,27,28.4092
,17.8,18.1,19.0946,26.9,29.5062
,18.27,18.15,20.5865,26.75,29.2296
,19.07,18.2,19.3587,26.6,25.6805
,19.77,18.3,19.4447,26.55,26.1279
,21.17,18.4,20.0436,26.5,25.5984
,22.12,18.55,20.478,26.4,23.132
,23.02,18.7,20.7844,26.3,25.0377
,23.85,18.85,21.5117,26.15,24.3307
,23.93,19,21.3167,26,25.037
,25.94,19.2,22.3931,25.75,27.3088
,26.35,19.4,22.4625,25.5,28.9643
,27.77,19.6,23.0134,25.4,30.6885
,27.5,19.8,22.1348,25.3,32.3835
,29.92,20,23.4776,25.25,32.6938
,30.2,20.2,23.4915,25.2,31.7707
,30.28,20.4,22.5584,25.05,30.8136
,31.88,20.6,24.169,24.9,31.7368
,33.59,20.8,24.1775,24.8,32.9201
,31.74,21,22.1842,24.7,31.0268
,32.14,21.1,22.3,24.6,29.4638
,31.93,21.2,23.3698,24.5,30.4442
,30.97,21.25,21.4432,24.55,29.1129
,29.64,21.3,20.4832,24.6,27.4041
,29.59,21.25,19.8371,24.65,28.3458
,28.76,21.2,20.568,24.7,29.1566
,27.43,21.15,20.3179,25.15,27.6645
,25.79,21.1,19.1268,25.6,27.7448
,23.64,21.05,18.9424,25.65,28.626
,22.58,21,19.0414,25.7,29.3372
,22.17,20.85,19.068,25.2,27.2027
,22.13,20.7,19.1338,24.7,27.5371
,22.35,20.6,18.9543,24.6,25.1579
,21.88,20.5,18.9536,24.5,25.0013
,21.29,20.4,18.9746,24.85,25.7412
,21.45,20.3,19.2074,25.2,26.2265
,20.79,20.3,19.1766,25.2,25.6032
,20.43,20.3,19.2888,25.2,25.8539
,20.13,20.2,19.32,24.9,26.1123
,19.32,20.1,19.2585,24.6,26.3292
,19.55,20.05,19.1429,24.4,25.0628
,19.35,20,19.3647,24.2,26.8704
,19.47,20,19.3113,24.2,25.5524
,19.57,20,19.4182,24.2,25.4469
,19.71,20,19.5947,24.3,25.0106
,19.67,20,19.6362,24.4,24.8758
,19.63,20,19.5495,24.85,24.1905
,19.62,20,19.6722,25.3,24.9238
,19.61,20,19.6728,25.25,24.7475
,19.62,20,19.6137,25.2,23.8515
,19.93,20,19.9773,25.2,23.6896
,20.79,20,20.4812,25.2,24.1702
,20.54,20,21.0639,24.9,24.8775
,21.05,20,21.8233,24.6,24.8385
,21.93,20.05,22.2946,24.45,24.5435
,22.14,20.1,22.4852,24.3,24.4758
,25.86,20.15,24.7427,24.35,24.5733
,26.23,20.2,24.4406,24.4,25.9769
,27.86,20.35,26.3072,24.4,25.995
,28.58,20.5,26.3611,24.4,26.4355
,29.73,20.65,27.857,24.35,27.2254
,27.04,20.8,26.3748,24.3,27.0665
,26.07,20.9,25.3554,24.2,26.344
,26,21,26.1585,24.1,26.1146
,25.91,21.1,26.1495,24,26.8243
,28.46,21.2,28.3161,23.9,27.0514
,33.09,21.25,31.6866,23.85,27.7504
,30.47,21.3,29.1247,23.8,28.1044
,31.94,21.4,29.8337,24.05,28.3838
,28.56,21.5,28.4173,24.3,27.4873
,30.49,21.55,30.1427,24.45,25.7823
,28.53,21.6,29.0225,24.6,26.8976
,27.55,21.65,29.2877,24.6,26.086
,26.1,21.7,28.553,24.6,25.649
,25.52,21.75,27.8667,24.4,25.7844
,24.93,21.8,27.6739,24.2,26.0424
,24.84,21.75,26.7402,23.9,25.8168
,24.36,21.7,26.5789,23.6,27.2208
,21.75,21.65,24.8043,23.55,32.523
,21.49,21.6,24.5495,23.5,30.6143
,21.21,21.55,24.4322,23.8,28.9142
,21.08,21.5,24.3261,24.1,25.9104
,20.96,21.45,24.1844,24,26.8187
,21.35,21.4,24.6698,23.9,26.815
,21.51,21.4,24.9125,25.1,23.8299
,21.02,21.4,24.4327,26.3,24.6344
,20.13,21.35,23.1054,26.7,26.3476
,19.84,21.3,22.7522,27.1,25.8812
,19.89,21.3,22.8384,27.15,25.0315
,20,21.3,22.9526,27.2,25.9241
,20.2,21.25,23.1966,27.15,26.3361
,20.38,21.2,23.4078,27.1,26.2654
,20.5,21.15,23.611,27,26.1599
,20.26,21.1,23.2292,26.9,26.9741
,20.28,21.1,23.1637,26.9,27.4881
,20.4,21.1,23.2023,26.9,25.4588
,20.42,21.1,23.2737,26.85,26.163
,20.46,21.1,23.5988,26.8,24.4498
,20.53,21.1,23.7666,26.85,24.6664
,20.99,21.1,24.3348,26.9,25.0305
,21.61,21.1,24.9155,26.9,27.0395
,22.11,21.1,25.4651,26.9,27.0746
,21.72,21.1,24.8807,26.9,27.987
,23.68,21.1,26.6925,26.9,26.238
,24.8,21.2,27.5348,26.9,28.145
,25.95,21.3,28.0674,26.9,27.2982
,26.78,21.4,28.8619,26.85,27.8285
,26.5,21.5,30.2088,26.8,29.0501
,26.41,21.6,29.0359,26.7,30.1448
,28.96,21.7,31.0755,26.6,30.148
,28.42,21.75,31.9366,26.55,29.8685
,28.14,21.8,32.0578,26.5,31.9011
,30.87,21.9,34.078,26.3,32.5017
,29.61,22,34.0378,26.1,33.8757
,29.87,22.1,29.4285,25.7,32.2055
,30.86,22.2,27.7732,25.3,32.3186
,29.13,22.3,26.5703,25.45,30.4875
,30.54,22.4,26.7366,25.6,30.0161
,30.76,22.45,26.1661,25.7,30.5227
,30.04,22.5,24.3447,25.8,30.0674
,29.37,22.45,24.6146,25.75,30.2278
,28.38,22.4,23.4626,25.7,29.6989
,27.52,22.3,23.1011,25.6,29.8426
,25.84,22.2,23.5846,25.5,30.4405
,23.71,22.15,22.8393,25.4,35.9562
,21.02,22.1,22.2872,25.3,33.3227
,19.21,21.95,21.2025,25.35,29.3696
,18.41,21.8,20.4569,25.4,35.2616
,17.71,21.6,19.6719,25.4,33.693
,18.49,21.4,19.9187,25.4,30.4064
,18.17,21.25,19.5975,25.45,29.4931
,18.23,21.1,19.5624,25.5,29.6104
,18.24,20.95,19.8235,25.45,29.4094
,17.51,20.8,19.0082,25.4,30.5253
,17.04,20.7,18.6831,25.45,27.0682
,16.8,20.6,18.2743,25.5,33.4496
,17.21,20.5,18.5139,25.5,29.2371
,17.21,20.4,18.353,25.5,27.6052
,16.78,20.3,17.8594,25.55,36.5872
,17.27,20.2,18.1233,25.6,32.364
,16.09,20.1,17.2595,25.55,36.4367
,15.44,20,16.9129,25.5,24.28
,14.76,19.9,16.3019,25.6,25.5011
,15.83,19.8,16.8306,25.7,28.1143
,17.04,19.7,18.7809,25.65,24.4154
,18.58,19.6,20.8556,25.6,22.9854
,19.76,19.6,22.5911,25.45,24.4924
,21.14,19.6,23.5407,25.3,22.6276
,21.7,19.7,24.7341,25,25.0232
,22.69,19.8,26.2044,24.7,23.8292
,23.19,19.95,26.9775,24.85,25.6397
,24.31,20.1,27.7897,25,25.9148
,25.55,20.3,30.1945,25.3,27.3701
,27.53,20.5,30.6599,25.6,25.4646
,30.2,20.75,29.487,25.25,29.5902
,30.65,21,29.8368,24.9,29.5177
,29.92,21.2,28.7973,24.65,31.3782
,31.45,21.4,28.624,24.4,33.74
,30.19,21.6,28.3557,24.45,35.4862
,29.83,21.8,27.4479,24.5,34.1059
,29.14,21.9,27.0115,24.4,32.5684
,30.73,22,26.4731,24.3,43.2554
,30.65,22.1,25.0372,24.15,35.9295
,30.09,22.2,26.4725,24,35.531
,28.95,22.25,23.8525,24.25,35.2627
,27.38,22.3,22.8926,24.5,35.1786
,27.56,22.25,23.1495,24.45,34.3503
,26.03,22.2,22.1766,24.4,33.1388
,25.91,22.15,22.7519,24.25,32.6529
,25.61,22.1,23.0344,24.1,29.7874
,25.37,22.05,23.0469,23.85,30.4747
,25.33,22,23.157,23.6,29.6509
,24.87,21.95,23.1612,23.55,29.3866
,24.45,21.9,23.427,23.5,27.8232
,23.17,21.85,24.0616,23.9,27.7614
,22.27,21.8,24.4124,24.3,31.4499
,21.44,21.8,24.6625,26.25,20.7298
,21.55,21.8,24.8009,28.2,23.8184
,21.31,21.8,24.5497,27.75,23.0748
,21.52,21.8,24.7427,27.3,23.4249
,21.59,21.8,24.6633,27.2,25.8291
,21.54,21.8,24.5033,27.1,25.7008
,21.16,21.75,24.1651,27,24.094
,21.16,21.7,23.9686,26.9,23.9346
,20.59,21.65,22.7936,26.85,24.0057
,20.26,21.6,22.3997,26.8,23.4603
,20,21.55,22.2322,27,23.0804
,19.6,21.5,21.6564,27.2,21.1987
,18.83,21.5,20.472,27.15,21.386
,18.73,21.5,20.353,27.1,21.6181
,18.25,21.4,19.8273,27.05,20.4288
,18.02,21.3,18.5599,27,18.8884
,18.1,21.25,18.5179,27,18.409
,18.19,21.2,18.4976,27,19.0745
,18.17,21.15,18.9614,27,19.8294
,17.92,21.1,18.1516,27,18.4303
,18.45,21.1,18.365,26.95,19.5364
,18.65,21.1,18.0281,26.9,18.5781
,19.42,21.1,18.0312,26.95,17.7481
,19.76,21.1,18.5376,27,19.0398
,20.24,21.1,18.47,26.95,19.7011
,21.69,21.1,20.7057,26.9,21.7956
,24.31,21.15,23.145,26.8,24.0347
,25.36,21.2,27.4594,26.7,24.934
,25.69,21.3,28.8213,26.55,23.5298
,26.34,21.4,29.7052,26.4,24.2714
,26.42,21.55,29.9299,26.25,24.8281
,27.25,21.7,31.1179,26.1,25.1451
,27.63,21.85,30.6906,26,25.1482
,28.64,22,23.2519,25.9,25.8766
,28.47,22.05,22.2317,25.8,26.5666
,28.34,22.1,22.1466,25.7,26.1154
,27.31,22.2,20.4024,25.65,25.0278
,27.7,22.3,20.4657,25.6,26.2395
,25.29,22.3,18.3305,25.6,25.4601
,25.09,22.3,17.5979,25.6,24.4275
,24.13,22.3,18.2104,25.6,24.5338
,23.74,22.3,17.2291,25.6,24.799
,22.94,22.25,17.2341,25.5,24.7167
,22.09,22.2,17.1839,25.4,25.496
,19.95,22.1,19.0985,25.4,29.6869
,18.39,22,19.0333,25.4,28.1585
,17.79,21.85,18.6483,25.3,30.9057
,17.22,21.7,18.285,25.2,24.8184
,16.68,21.5,17.7641,25.35,26.9638
,16.63,21.3,17.8625,25.5,27.7937
,16.46,21.15,17.4887,25.55,27.639
,16.12,21,17.3945,25.6,25.7984
,16,20.85,17.3455,25.45,23.5493
,15.71,20.7,17.0503,25.3,28.099
,15.25,20.6,16.5045,25.35,25.2165
,15.06,20.5,16.3616,25.4,22.7617
,15.34,20.35,16.7484,25.35,24.3099
,15.41,20.2,16.7898,25.3,27.883
,15.38,20.1,16.8289,25.35,25.078
,15.19,20,16.5403,25.4,21.8241
,15.23,19.95,16.6211,25.4,25.1798
,14.84,19.9,16.3945,25.4,29.3051
,14.88,19.8,16.3877,25.5,24.7907
,14.85,19.7,16.3751,25.6,24.4378
,15.19,19.65,16.7985,25.6,19.6513
,16.19,19.6,18.0738,25.6,24.6357
,17.82,19.6,20.1533,25.6,21.5808
,18.52,19.6,21.112,25.6,20.7999
,20.1,19.7,22.8846,25.5,20.8781
,20.7,19.8,22.4454,25.4,20.2636
,22.09,19.9,23.6149,25.6,19.8636
,22.97,20,22.534,25.8,20.2183
,23.49,20.1,22.3308,25.8,20.454
,23.94,20.2,22.5387,25.8,21.8363
,24.41,20.3,23.0966,25.8,20.3297
,24.77,20.4,23.5765,25.8,21.4235
,25.61,20.5,23.1918,25.7,23.208
,25.42,20.6,23.2345,25.6,21.2683
,26.75,20.7,24.5913,25.45,21.8436
,26.68,20.8,23.7877,25.3,22.5431
,27.26,20.9,24.2751,25.3,22.789
,28.33,21,25.106,25.3,24.0416
,27.93,21.1,24.1372,25.3,23.039
,29.16,21.2,24.8485,25.3,23.3601
,27.7,21.3,23.282,25.15,24.3521
,27.21,21.4,22.8921,25,25.3231
,27,21.45,21.6569,24.75,26.5275
,26.24,21.5,22.9418,24.5,24.2884
,25.44,21.55,22.9453,24.25,24.4603
,24.53,21.6,22.6442,24,25.7455
,23.44,21.6,21.9197,24.05,25.2768
,22.46,21.6,23.095,24.1,23.3985
,20.96,21.55,22.6228,24.1,30.5411
,19.67,21.5,21.5529,24.1,22.8609
,19.04,21.4,20.4793,24.4,32.8503
,18.56,21.3,20.3168,24.7,29.2179
,18.32,21.2,20.1357,24.8,30.0623
,18.34,21.1,20.2183,24.9,24.2912
,17.77,21,19.6289,24.95,23.2177
,17.28,20.9,19.0507,25,30.5346
,17.08,20.75,18.7972,24.95,22.958
,17.15,20.6,18.8817,24.9,20.5699
,17.26,20.55,19.0608,24.9,29.2131
,17.36,20.5,19.2033,24.9,35.4846
,17.03,20.45,18.8723,24.95,20.9009
,17.04,20.4,18.9159,25,22.441
,17.14,20.35,19.0127,24.85,20.3334
,16.92,20.3,18.7855,24.7,26.5033
,16.72,20.2,18.5971,24.8,27.1013
,16.82,20.1,18.6566,24.9,24.5557
,16.54,20.05,18.3198,24.85,26.1658
,16.44,20,18.2211,24.8,20.992
,16.61,19.95,18.363,24.8,22.2585
,16.03,19.9,17.8404,24.8,19.2316
,16.69,19.85,18.52,24.9,21.0962
,18.91,19.8,20.9666,25,19.2997
,20.34,19.85,22.675,25,20.5508
,21.69,19.9,23.1649,25,20.4071
,22.53,20,21.5017,24.95,20.0494
,23.36,20.1,21.8178,24.9,20.5636
,24.48,20.2,23.125,24.85,19.0914
,26.09,20.3,22.1937,24.8,19.9993
,29.25,20.45,23.2136,24.65,21.5801
,30.67,20.6,22.8662,24.5,22.4599
,30.13,20.75,22.6935,24.15,21.6626
,31.48,20.9,24.0848,23.8,22.8094
,31.81,21.1,23.3887,23.7,23.6616
,30.84,21.3,24.2373,23.6,22.4393
,31.71,21.4,24.2103,23.5,22.6866
,32.79,21.5,24.0856,23.4,23.1479
,32.7,21.65,24.2351,23.4,22.8974
,33.51,21.8,24.4305,23.4,23.4949
,34.08,21.9,24.2933,23.35,25.1543
,32.99,22,23.7254,23.3,23.817
,31,22.05,23.4428,23.55,23.6998
,31.55,22.1,23.9484,23.8,23.9977
,29.41,22.1,21.7521,23.95,24.5192
,27.11,22.1,22.2133,24.1,25.7687
,28.48,22.1,23.3062,24.2,24.9096
,26.44,22.1,22.2568,24.3,24.0254
,24.58,22.05,21.054,24.2,22.6158
,23.03,22,21.3431,24.1,24.5639
,20.74,21.95,21.4914,24.05,38.6258
,20.1,21.9,20.9409,24,27.5494
,19.57,21.7,20.4687,23.95,27.6748
,18.12,21.5,19.4982,23.9,38.9286
,17.79,21.35,19.0886,23.9,30.4555
,17.75,21.2,18.7935,23.9,31.8917
,17.11,21.05,18.4383,23.95,33.9555
,16.22,20.9,17.8636,24,32.0288
,15.9,20.75,17.3998,24,35.3625
,15.49,20.6,17.0288,24,30.3559
,15.84,20.5,17.1423,23.95,29.6698
,16.54,20.4,18.1101,23.9,29.0039
,16.34,20.3,17.8648,23.95,26.9855
,16.67,20.2,18.1876,24,26.1651
,16.9,20.15,18.587,23.85,22.7812
,16.94,20.1,18.6553,23.7,21.8734
,16.14,20.05,17.8049,23.7,19.3267
,17.02,20,18.7543,23.7,20.4197
,17.43,20,19.6274,23.55,23.8535
,17.75,20,20.035,23.4,20.1866
,19.7,20,22.204,23.5,20.0142
,20.74,20,23.0191,23.6,19.4993
,21.74,20.05,23.9863,23.8,19.0625
,22.64,20.1,24.2003,24,18.4483
,23.52,20.25,24.3236,23.95,18.5899
,24.15,20.4,24.6094,23.9,18.149
,25.07,20.5,24.7436,23.85,19.4818
,26.12,20.6,25.3024,23.8,19.0212
,28.5,20.75,27.1426,23.6,18.8253
,29.22,20.9,27.1829,23.4,18.8864
,29.79,21.05,27.2834,23.5,18.9293
,30.63,21.2,27.2227,23.6,19.3086
,31.11,21.4,27.1123,23.65,19.5954
,32.03,21.6,27.8253,23.7,20.935
,32.53,21.75,27.4605,23.6,21.1623
,31.84,21.9,26.7509,23.5,22.5226
,32.04,22.05,26.7531,23.35,21.921
,30.65,22.2,25.9081,23.2,20.7965
,30.96,22.25,26.1272,23.15,21.3298
,29.97,22.3,25.0352,23.1,21.2881
,28.52,22.35,24.2181,22.85,20.9738
,27.36,22.4,23.2209,22.6,20.8806
,26.7,22.4,24.0483,22.5,21.4113
,26.08,22.4,22.6269,22.4,20.4745
,25.11,22.35,21.9898,22.75,20.6156
,24.28,22.3,21.826,23.1,21.3086
,23.63,22.25,21.6417,22.65,19.8502
,22.6,22.2,21.9213,22.2,20.9554
,21.37,22.1,21.4165,22.1,20.9482
,20.09,22,21.0201,22,21.9412
,20.33,21.85,21.054,22,21.5911
,18.94,21.7,20.6313,22,29.1166
,19.25,21.6,20.7975,22.05,23.1955
,18.42,21.5,20.1468,22.1,18.6983
,17.72,21.35,19.5941,22.35,21.661
,17.65,21.2,19.4916,22.6,36.3039
,19.12,21.1,20.8062,22.75,21.9475
,19.18,21,20.9501,22.9,20.2449
,18.49,21,20.3751,22.9,18.0449
,19.43,21,21.1746,22.9,19.0207
,20.18,21,21.7621,22.9,17.8966
,20.15,21,21.9983,22.9,19.5973
,19.35,21,21.6726,22.9,23.3089
,19.39,21,21.7623,22.9,19.3032
,19.87,21,21.4635,23.05,17.7527
,19.66,21,21.2883,23.2,18.3471
,19.17,21,21.0163,23.2,19.1615
,18.99,21,21.0583,23.2,18.3595
,20.97,21,21.8662,23.25,18.9331
,21.13,21,22.3781,23.3,18.9696
,21.97,21,22.8326,23.35,17.5223
,22.27,21,22.9283,23.4,17.3219
,22.52,21.05,22.9996,23.4,17.1004
,23.71,21.1,24.1056,23.4,17.8905
,24.88,21.2,24.4208,23.35,17.7569
,24.75,21.3,24.3713,23.3,17.5225
,26.75,21.425,24.9784,23.2,18.1173
,26.82,21.55,24.9322,23.1,17.646
,29.97,21.675,26.3515,23,18.3694
,28.27,21.8,25.7134,22.9,19.7416
,29.26,21.9,25.6624,22.8,19.7302
,30.87,22,25.3255,22.7,19.9043
,28.91,22.1,25.2898,22.55,19.5931
,24.95,22.2,23.0374,22.4,19.4099
,19.33,22,20.1245,26.55,17.9254
,16.52,21.8,18.445,30.7,3.64947
,16.89,21.55,18.7833,33.6,4.32944
,17.31,21.3,19.2772,36.5,5.20316
,17.72,21.15,19.896,37.8,4.43916
,18.45,21,21.0175,39.1,6.54612
,18,21,20.4056,37.9,7.36191
,17.78,21,20.3256,36.7,6.80964
,17.26,21,19.5216,36.15,6.98146
,17.23,21,19.4155,35.6,7.18323
,16.94,21,19.021,35.1,7.87522
,17.09,21,19.1659,34.6,9.31201
